X,Y,Time
47.21877,39.72021,07:45:58
47.2186,39.72029,07:46:13
47.21843,39.72038,07:46:21
47.21826,39.72046,07:46:41
47.21813,39.72052,07:46:52
47.218,39.72058,07:47:06
47.21791,39.72062,07:47:22
47.21782,39.72066,07:47:35
47.21769,39.72072,07:47:47
47.21757,39.72078,07:48:02
47.21744,39.72086,07:48:13
47.21731,39.72093,07:48:25
47.21722,39.72098,07:48:41
47.21713,39.72103,07:48:53
47.217,39.72109,07:49:06
47.21688,39.72115,07:49:22
47.21676,39.72121,07:49:37
47.21665,39.72128,07:49:42
47.21652,39.72133,07:49:51
47.21639,39.72138,07:50:08
47.21629,39.72143,07:50:28
47.21619,39.72148,07:50:40
47.21611,39.72152,07:50:53
47.21603,39.72155,07:51:01
47.21593,39.72159,07:51:15
47.21582,39.72163,07:51:33
47.21572,39.72168,07:51:47
47.21561,39.72174,07:52:03
47.21551,39.72178,07:52:09
47.21541,39.72183,07:52:23
47.2153,39.72189,07:52:43
47.21519,39.72194,07:52:54
47.21507,39.722,07:53:12
47.21495,39.72206,07:53:31
47.21485,39.7221,07:53:38
47.21475,39.72215,07:53:46
47.21463,39.72221,07:53:54
47.21451,39.72227,07:54:08
47.21437,39.72233,07:54:21
47.21423,39.7224,07:54:36
47.21415,39.72243,07:54:50
47.21407,39.72247,07:54:56
47.21398,39.72251,07:55:10
47.21389,39.72255,07:55:28
47.21379,39.72259,07:55:47
47.2137,39.72263,07:55:59
47.21362,39.72267,07:56:16
47.21354,39.72272,07:56:22
47.21343,39.72277,07:56:27
47.21333,39.72282,07:56:43
47.21325,39.72286,07:56:57
47.21317,39.72289,07:57:17
47.21305,39.72295,07:57:28
47.21292,39.72301,07:57:34
47.21277,39.72308,07:57:42
47.21261,39.72315,07:57:47
47.21249,39.7232,07:57:51
47.21237,39.72326,07:57:52
47.21224,39.72332,07:58:11
47.21212,39.72338,07:58:30
47.21199,39.72344,07:58:31
47.21186,39.7235,07:58:40
47.21176,39.72355,07:58:45
47.21165,39.72359,07:58:47
47.21152,39.72365,07:58:52
47.21139,39.72371,07:58:59
47.21125,39.72378,07:59:09
47.21111,39.72384,07:59:24
47.21096,39.7239,07:59:26
47.21081,39.72397,07:59:33
47.2107,39.72402,07:59:53
47.21059,39.72406,08:00:11
47.21046,39.72412,08:00:25
47.21032,39.72418,08:00:30
47.21019,39.72424,08:00:46
47.21005,39.7243,08:01:03
47.20991,39.72436,08:01:13
47.20978,39.72441,08:01:20
47.20967,39.72446,08:01:28
47.20956,39.72451,08:01:39
47.20941,39.72457,08:01:46
47.20926,39.72463,08:02:05
47.20917,39.72467,08:02:24
47.20908,39.72471,08:02:35
47.20895,39.72476,08:02:45
47.20882,39.72481,08:02:55
47.20869,39.72487,08:03:06
47.20856,39.72492,08:03:14
47.20846,39.72497,08:03:20
47.20835,39.72501,08:03:29
47.20826,39.72505,08:03:45
47.20816,39.72509,08:03:52
47.20812,39.72511,08:03:50
47.20807,39.72513,08:03:48
47.20803,39.72515,08:03:52
47.20798,39.72517,08:03:57
47.20793,39.72519,08:03:55
47.20787,39.72522,08:04:12
47.20782,39.72525,08:04:18
47.20776,39.72528,08:04:26
47.20771,39.7253,08:04:28
47.20765,39.72532,08:04:48
47.20759,39.72535,08:04:58
47.20753,39.72538,08:05:07
47.20748,39.7254,08:04:59
47.20744,39.72543,08:05:03
47.20737,39.72546,08:05:07
47.2073,39.72549,08:05:07
47.20725,39.72552,08:05:27
47.20719,39.72554,08:05:27
47.20715,39.72556,08:05:34
47.2071,39.72559,08:05:49
47.20702,39.72563,08:05:44
47.20695,39.72567,08:05:43
47.20687,39.7257,08:06:03
47.20679,39.72574,08:05:53
47.20672,39.72576,08:05:53
47.20666,39.72579,08:06:10
47.20659,39.72582,08:06:02
47.20653,39.72586,08:06:13
47.20646,39.72589,08:06:23
47.2064,39.72592,08:06:06
47.20635,39.72594,08:06:01
47.20631,39.72596,08:05:46
47.20625,39.72599,08:05:55
47.20619,39.72602,08:06:05
47.20618,39.72598,08:05:45
47.20618,39.72594,08:05:40
47.20617,39.72591,08:05:51
47.20616,39.72588,08:05:32
47.20616,39.72582,08:05:46
47.20616,39.72577,08:05:22
47.20616,39.72573,08:04:43
47.20616,39.72569,08:05:01
47.20617,39.72565,08:04:46
47.20617,39.72561,08:04:19
47.20619,39.72557,08:04:10
47.2062,39.72553,08:04:03
47.20623,39.72548,08:04:07
47.20627,39.72543,08:03:44
