X,Y,Time
47.21947,39.71851,12:17:50
47.2195,39.71869,12:18:04
47.21953,39.71882,12:18:20
47.21956,39.71895,12:18:35
47.21958,39.71907,12:18:52
47.2196,39.71918,12:19:11
47.21964,39.71935,12:19:25
47.21968,39.71952,12:19:43
47.21971,39.71965,12:19:59
47.21974,39.71977,12:20:14
47.21955,39.71986,12:20:28
47.21937,39.71995,12:20:42
47.21927,39.71999,12:21:01
47.21916,39.72004,12:21:21
47.21903,39.7201,12:21:37
47.2189,39.72017,12:21:54
47.21877,39.72022,12:22:14
47.21865,39.72028,12:22:28
47.21848,39.72036,12:22:45
47.21831,39.72044,12:23:02
47.21815,39.72052,12:23:22
47.21799,39.72059,12:23:37
47.21789,39.72063,12:23:56
47.21779,39.72068,12:24:11
47.2177,39.72072,12:24:28
47.21761,39.72077,12:24:42
47.21748,39.72084,12:24:59
47.21735,39.72092,12:25:17
47.21724,39.72098,12:25:37
47.21713,39.72103,12:25:55
47.21703,39.72108,12:26:10
47.21693,39.72113,12:26:28
47.21678,39.7212,12:26:46
47.21664,39.72128,12:27:06
47.21655,39.72132,12:27:23
47.21646,39.72136,12:27:40
47.21633,39.72141,12:27:59
47.21621,39.72147,12:28:19
47.21604,39.72154,12:28:34
47.21588,39.72162,12:28:48
47.21571,39.7217,12:29:08
47.21555,39.72177,12:29:28
47.21536,39.72186,12:29:48
47.21518,39.72195,12:30:02
47.21508,39.722,12:30:20
47.21498,39.72205,12:30:40
47.21482,39.72212,12:30:59
47.21466,39.7222,12:31:18
47.21445,39.72229,12:31:38
47.21424,39.72239,12:31:50
47.21408,39.72247,12:32:10
47.21391,39.72255,12:32:24
47.21365,39.72267,12:32:36
47.2134,39.72278,12:32:52
47.21316,39.7229,12:33:06
47.21291,39.72301,12:33:24
47.21267,39.72312,12:33:38
47.21243,39.72323,12:33:57
47.21219,39.72335,12:34:15
47.21194,39.72346,12:34:29
47.21179,39.72353,12:34:45
47.21165,39.72359,12:35:04
47.21151,39.72366,12:35:23
47.21136,39.72373,12:35:38
47.21127,39.72378,12:35:50
47.21117,39.72383,12:36:04
47.21095,39.72392,12:36:18
47.21073,39.72401,12:36:33
47.21048,39.72412,12:36:52
47.21023,39.72423,12:37:03
47.21002,39.72431,12:37:15
47.20981,39.7244,12:37:35
47.20963,39.72448,12:37:50
47.20945,39.72456,12:38:03
47.20923,39.72465,12:38:18
47.20901,39.72474,12:38:28
47.20876,39.72484,12:38:40
47.20851,39.72494,12:38:53
47.20835,39.72501,12:39:10
47.20819,39.72507,12:39:25
47.20805,39.72514,12:39:34
47.20791,39.72521,12:39:48
47.20768,39.72531,12:40:05
47.20746,39.72541,12:40:24
47.20731,39.72549,12:40:33
47.20716,39.72556,12:40:47
47.207,39.72564,12:41:01
47.20685,39.72571,12:41:15
47.20668,39.72579,12:41:29
47.20651,39.72587,12:41:48
47.20635,39.72594,12:41:56
47.20619,39.72601,12:42:05
47.20618,39.72597,12:42:15
47.20617,39.72592,12:42:30
47.20616,39.72589,12:42:41
47.20616,39.72587,12:42:49
47.20616,39.72578,12:43:07
47.20616,39.72568,12:43:22
47.20617,39.72564,12:43:33
47.20618,39.7256,12:43:47
47.20619,39.72556,12:43:43
47.2062,39.72552,12:43:44
47.20623,39.72547,12:43:56
47.20627,39.72543,12:44:02
