X,Y,Time
47.2077,39.7253,13:33:05
47.20762,39.72534,13:33:21
47.20754,39.72538,13:33:38
47.20748,39.72541,13:33:58
47.20742,39.72544,13:34:17
47.20731,39.72549,13:34:36
47.20721,39.72554,13:34:52
47.20711,39.72558,13:35:11
47.20702,39.72563,13:35:29
47.20697,39.72565,13:35:45
47.20693,39.72567,13:36:03
47.20688,39.72569,13:36:18
47.20684,39.72571,13:36:37
47.20675,39.72576,13:36:53
47.20665,39.7258,13:37:12
47.20656,39.72584,13:37:31
47.20647,39.72589,13:37:46
47.2064,39.72592,13:38:06
47.20633,39.72596,13:38:23
47.20629,39.72597,13:38:39
47.20625,39.72599,13:38:55
47.20622,39.726,13:39:15
47.20619,39.72601,13:39:30
47.20618,39.72597,13:39:46
47.20617,39.72593,13:40:03
47.20616,39.7259,13:40:19
47.20616,39.72588,13:40:34
47.20616,39.72578,13:40:51
47.20616,39.72569,13:41:11
47.20617,39.72565,13:41:29
47.20617,39.7256,13:41:40
47.20619,39.72557,13:41:52
47.2062,39.72553,13:42:05
47.20623,39.72548,13:42:20
47.20627,39.72542,13:42:27
