X,Y,Time
47.21874,39.71499,18:11:11
47.21877,39.71514,18:11:29
47.21879,39.71527,18:11:37
47.21882,39.71539,18:11:56
47.21886,39.71557,18:12:10
47.21889,39.71574,18:12:22
47.21894,39.71594,18:12:40
47.21898,39.71614,18:12:57
47.219,39.71625,18:13:15
47.21902,39.71635,18:13:29
47.21905,39.71649,18:13:39
47.21908,39.71663,18:13:48
47.2191,39.71674,18:14:05
47.21913,39.71686,18:14:15
47.21914,39.71693,18:14:31
47.21915,39.717,18:14:41
47.21919,39.71717,18:15:00
47.21922,39.71733,18:15:16
47.21925,39.71749,18:15:31
47.21929,39.71765,18:15:37
47.21932,39.71782,18:15:54
47.21936,39.718,18:16:07
47.21939,39.71813,18:16:21
47.21942,39.71827,18:16:34
47.21945,39.71842,18:16:50
47.21948,39.71858,18:16:57
47.21952,39.71878,18:17:04
47.21956,39.71897,18:17:20
47.21959,39.71912,18:17:27
47.21962,39.71927,18:17:44
47.21965,39.71942,18:18:01
47.21968,39.71957,18:18:16
47.2197,39.71965,18:18:34
47.21972,39.71973,18:18:45
47.21972,39.71975,18:18:58
47.21973,39.71978,18:19:05
47.21963,39.71982,18:19:25
47.21954,39.71986,18:19:34
47.21944,39.71991,18:19:42
47.21935,39.71996,18:19:56
47.21927,39.71999,18:20:07
47.21919,39.72003,18:20:26
47.21911,39.72007,18:20:38
47.21903,39.7201,18:20:46
47.21895,39.72014,18:20:58
47.21886,39.72017,18:21:11
47.21875,39.72023,18:21:19
47.21863,39.72028,18:21:26
47.2185,39.72034,18:21:36
47.21837,39.72041,18:21:50
47.21829,39.72044,18:22:06
47.21822,39.72048,18:22:12
47.21812,39.72052,18:22:22
47.21803,39.72056,18:22:38
47.21794,39.7206,18:22:57
47.21785,39.72064,18:23:09
47.21777,39.72067,18:23:15
47.2177,39.72071,18:23:33
47.21763,39.72075,18:23:51
47.21756,39.72079,18:23:55
47.21749,39.72083,18:24:12
47.21741,39.72088,18:24:28
47.21735,39.72091,18:24:41
47.21728,39.72095,18:24:54
47.21721,39.72099,18:25:13
47.21714,39.72103,18:25:29
47.21705,39.72107,18:25:39
47.21696,39.72112,18:25:58
47.21687,39.72116,18:26:05
47.21678,39.7212,18:26:19
47.21673,39.72123,18:26:30
47.21667,39.72126,18:26:36
47.21661,39.72129,18:26:53
47.21655,39.72131,18:27:00
47.21651,39.72133,18:27:10
47.21648,39.72135,18:27:22
47.2164,39.72138,18:27:34
47.21633,39.72142,18:27:48
47.21622,39.72147,18:28:04
47.21611,39.72152,18:28:12
47.21595,39.72159,18:28:26
47.21579,39.72166,18:28:28
47.21565,39.72172,18:28:38
47.21551,39.72179,18:28:41
47.21536,39.72187,18:29:01
47.2152,39.72194,18:29:17
47.21506,39.72201,18:29:37
47.21492,39.72207,18:29:38
47.21481,39.72213,18:29:46
47.21469,39.72218,18:29:58
47.2145,39.72227,18:30:01
47.21431,39.72236,18:30:20
47.21412,39.72244,18:30:33
47.21393,39.72253,18:30:40
47.21386,39.72257,18:30:55
47.21379,39.7226,18:31:15
47.21369,39.72265,18:31:25
47.21359,39.72269,18:31:39
47.21346,39.72275,18:31:58
47.21334,39.72281,18:31:58
47.21322,39.72286,18:32:12
47.2131,39.72292,18:32:32
47.21296,39.72298,18:32:35
47.21282,39.72305,18:32:46
47.2127,39.7231,18:32:49
47.21258,39.72316,18:32:49
47.21241,39.72324,18:32:53
47.21224,39.72332,18:32:53
47.21209,39.72339,18:32:57
47.21194,39.72346,18:33:17
47.21179,39.72353,18:33:31
47.21164,39.7236,18:33:41
47.2115,39.72367,18:33:50
47.21137,39.72373,18:34:10
47.21122,39.7238,18:34:21
47.21108,39.72386,18:34:33
47.21096,39.72391,18:34:47
47.21084,39.72396,18:35:00
47.21071,39.72402,18:35:20
47.21057,39.72408,18:35:36
47.21044,39.72413,18:35:54
47.21031,39.72419,18:36:14
47.21016,39.72426,18:36:29
47.21,39.72433,18:36:39
47.20986,39.72438,18:36:59
47.20973,39.72444,18:37:03
47.20958,39.7245,18:36:58
47.20942,39.72457,18:37:06
47.2093,39.72462,18:37:10
47.20918,39.72467,18:37:04
47.20905,39.72472,18:36:56
47.20892,39.72478,18:37:08
47.20875,39.72484,18:37:28
47.20858,39.72491,18:37:35
47.20838,39.725,18:37:44
47.20817,39.72509,18:37:34
47.20802,39.72515,18:37:42
47.20788,39.72522,18:37:51
47.2077,39.72531,18:37:57
47.20751,39.72539,18:37:45
47.20734,39.72547,18:37:40
47.20717,39.72556,18:37:51
47.20701,39.72563,18:38:10
47.20685,39.7257,18:38:25
47.20669,39.72578,18:38:42
47.20652,39.72586,18:38:33
47.20638,39.72593,18:38:44
47.20624,39.726,18:39:04
47.20622,39.72601,18:39:16
47.20619,39.72602,18:38:50
47.20618,39.72597,18:38:38
47.20617,39.72593,18:38:18
47.20617,39.7259,18:38:14
47.20616,39.72588,18:37:47
47.20616,39.7258,18:37:45
47.20615,39.72573,18:37:18
47.20615,39.7257,18:37:22
47.20615,39.72568,18:37:03
47.20618,39.7256,18:36:11
47.2062,39.72552,18:35:35
47.20623,39.72547,18:35:53
47.20627,39.72543,18:32:26
