X,Y,Time
47.21945,39.71844,10:10:39
47.2195,39.71867,10:10:56
47.21955,39.71889,10:11:12
47.21958,39.71908,10:11:31
47.21962,39.71928,10:11:50
47.21967,39.71948,10:12:08
47.21972,39.71969,10:12:23
47.21972,39.71973,10:12:38
47.21973,39.71976,10:12:56
47.21962,39.71981,10:13:14
47.21952,39.71986,10:13:30
47.2193,39.71996,10:13:49
47.21908,39.72007,10:14:06
47.21888,39.72016,10:14:25
47.21869,39.72025,10:14:41
47.2183,39.72044,10:15:01
47.2179,39.72062,10:15:16
47.21762,39.72077,10:15:36
47.21733,39.72092,10:15:53
47.21703,39.72108,10:16:11
47.21673,39.72124,10:16:29
47.21649,39.72135,10:16:48
47.21625,39.72146,10:17:08
47.21598,39.72159,10:17:27
47.21571,39.72171,10:17:46
47.21539,39.72186,10:18:04
47.21507,39.72201,10:18:20
47.21476,39.72215,10:18:38
47.21446,39.72229,10:18:53
47.21416,39.72243,10:19:12
47.21386,39.72257,10:19:29
47.21357,39.7227,10:19:43
47.21328,39.72284,10:20:03
47.21291,39.72302,10:20:17
47.21253,39.72319,10:20:37
47.21227,39.72331,10:20:51
47.21201,39.72343,10:21:11
47.21171,39.72357,10:21:29
47.2114,39.72371,10:21:46
47.21116,39.72383,10:22:01
47.21091,39.72394,10:22:18
47.21069,39.72403,10:22:32
47.21047,39.72412,10:22:47
47.21019,39.72425,10:23:02
47.20991,39.72437,10:23:21
47.20969,39.72446,10:23:37
47.20947,39.72456,10:23:53
47.20921,39.72467,10:24:08
47.20894,39.72477,10:24:28
47.20871,39.72487,10:24:47
47.20848,39.72496,10:25:07
47.20826,39.72505,10:25:25
47.20805,39.72514,10:25:43
47.20795,39.72519,10:26:00
47.20784,39.72525,10:26:18
47.20765,39.72534,10:26:31
47.20746,39.72543,10:26:44
47.20728,39.72552,10:27:00
47.20709,39.72561,10:27:15
47.20678,39.72576,10:27:31
47.20646,39.7259,10:27:42
47.20632,39.72596,10:28:02
47.20619,39.72602,10:28:19
47.20617,39.72595,10:28:28
47.20616,39.72589,10:28:48
47.20615,39.72581,10:28:58
47.20615,39.72573,10:29:09
47.20616,39.72568,10:29:18
47.20617,39.72563,10:29:32
47.20618,39.72558,10:29:43
47.2062,39.72552,10:29:58
47.20623,39.72548,10:30:10
