X,Y,Time
47.20617,39.72591,12:40:22
47.20616,39.72587,12:40:35
47.20616,39.72583,12:40:43
47.20616,39.72578,12:40:58
47.20616,39.72573,12:41:15
47.20616,39.72568,12:41:34
47.20618,39.7256,12:41:52
47.2062,39.72552,12:42:02
47.20623,39.72547,12:42:22
47.20627,39.72542,12:42:06
